CCAA;PROVINCIA;MUNICIPIO;CCA;CPROV;CMUN;NATCODE;COLOR;PARTIDO;VOTOS
Castilla y León;Zamora;Zamora;07;49;275;34074949275;#ABAAAD;podemos;79
Castilla y León;Zamora;Zamora;07;49;275;34074949275;#ABAAAD;prepal;73
Cataluña;Barcelona;Abrera;09;08;001;34090808001;#ABAAAD;psoe;2622
Cataluña;Barcelona;Abrera;09;08;001;34090808001;#ABAAAD;podemos;1090
Cataluña;Barcelona;Abrera;09;08;001;34090808001;#ABAAAD;erc;475
Cataluña;Barcelona;Abrera;09;08;001;34090808001;#ABAAAD;vox;385
Cataluña;Barcelona;Abrera;09;08;001;34090808001;#ABAAAD;pp;322
Cataluña;Barcelona;Abrera;09;08;001;34090808001;#ABAAAD;jxcat;232
Cataluña;Barcelona;Aguilar de Segarra;09;08;002;34090808002;#ABAAAD;u-x-a;142
Cataluña;Barcelona;Aiguafreda;09;08;014;34090808014;#ABAAAD;jxcat;594
Cataluña;Barcelona;Aiguafreda;09;08;014;34090808014;#ABAAAD;erc;397
Cataluña;Barcelona;Aiguafreda;09;08;014;34090808014;#ABAAAD;pp;98
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;erc;1537
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;jxcat;913
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;pp;501
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;psoe;455
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;mpic;268
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;valents;44
Cataluña;Barcelona;Alella;09;08;003;34090808003;#ABAAAD;ara-pl;27
Cataluña;Barcelona;Alpens;09;08;004;34090808004;#ABAAAD;erc;117
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;at;1307
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;jxcat;1016
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;erc;633
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;pp;195
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;podemos;190
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;psoe;181
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;ara-pl;131
Cataluña;Barcelona;L'Ametlla del Vallès;09;08;005;34090808005;#ABAAAD;veins;98
Cataluña;Barcelona;Arenys de Mar;09;08;006;34090808006;#ABAAAD;jxcat;2780
Cataluña;Barcelona;Arenys de Mar;09;08;006;34090808006;#ABAAAD;erc;887
Cataluña;Barcelona;Arenys de Mar;09;08;006;34090808006;#ABAAAD;psoe;844
Cataluña;Barcelona;Arenys de Mar;09;08;006;34090808006;#ABAAAD;amunt;809
Cataluña;Barcelona;Arenys de Mar;09;08;006;34090808006;#ABAAAD;podemos;604
Cataluña;Barcelona;Arenys de Mar;09;08;006;34090808006;#ABAAAD;pp;490
Cataluña;Barcelona;Arenys de Munt;09;08;007;34090808007;#ABAAAD;erc;1548
Cataluña;Barcelona;Arenys de Munt;09;08;007;34090808007;#ABAAAD;jxcat;1038
Cataluña;Barcelona;Arenys de Munt;09;08;007;34090808007;#ABAAAD;amunt;511
Cataluña;Barcelona;Arenys de Munt;09;08;007;34090808007;#ABAAAD;psoe;407
Cataluña;Barcelona;Arenys de Munt;09;08;007;34090808007;#ABAAAD;idc;69
Cataluña;Barcelona;Argençola;09;08;008;34090808008;#ABAAAD;erc;71
Cataluña;Barcelona;Argençola;09;08;008;34090808008;#ABAAAD;jxcat;47
Cataluña;Barcelona;Argençola;09;08;008;34090808008;#ABAAAD;psoe;4
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;txa;1370
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;unitat-axr;741
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;pp;720
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;jxcat;564
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;psoe;554
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;ara-pl;364
Cataluña;Barcelona;Argentona;09;08;009;34090808009;#ABAAAD;erc;324
Cataluña;Barcelona;Artés;09;08;010;34090808010;#ABAAAD;erc;1201
Cataluña;Barcelona;Artés;09;08;010;34090808010;#ABAAAD;gda;405
Cataluña;Barcelona;Artés;09;08;010;34090808010;#ABAAAD;ciudadanos;273
Cataluña;Barcelona;Artés;09;08;010;34090808010;#ABAAAD;jxcat;195
Cataluña;Barcelona;Artés;09;08;010;34090808010;#ABAAAD;psoe;154
Cataluña;Barcelona;Avià;09;08;011;34090808011;#ABAAAD;sa;756
Cataluña;Barcelona;Avià;09;08;011;34090808011;#ABAAAD;erc;270
Cataluña;Barcelona;Avinyó;09;08;012;34090808012;#ABAAAD;jxcat;517
Cataluña;Barcelona;Avinyó;09;08;012;34090808012;#ABAAAD;erc;469
Cataluña;Barcelona;Avinyonet del Penedès;09;08;013;34090808013;#ABAAAD;jxcat;640
Cataluña;Barcelona;Avinyonet del Penedès;09;08;013;34090808013;#ABAAAD;psoe;280
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;pp;50185
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;psoe;13167
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;erc;6855
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;podemos;6270
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;mcat;5476
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;jxcat;4314
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;vox;1223
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;valents;521
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;ara-pl;428
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;ciudadanos;265
Cataluña;Barcelona;Badalona;09;08;015;34090808015;#ABAAAD;fnc;178
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;psoe;2508
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;podemos;635
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;vox;510
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;pp;406
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;erc;333
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;ciudadanos;216
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;jxcat;200
Cataluña;Barcelona;Badia del Vallès;09;08;904;34090808904;#ABAAAD;valents;27
Cataluña;Barcelona;Bagà;09;08;016;34090808016;#ABAAAD;psoe;497
Cataluña;Barcelona;Bagà;09;08;016;34090808016;#ABAAAD;erc;335
Cataluña;Barcelona;Bagà;09;08;016;34090808016;#ABAAAD;aebe;220
Cataluña;Barcelona;Bagà;09;08;016;34090808016;#ABAAAD;ib;51
Cataluña;Barcelona;Balenyà;09;08;017;34090808017;#ABAAAD;jpb;534
Cataluña;Barcelona;Balenyà;09;08;017;34090808017;#ABAAAD;jxcat;467
Cataluña;Barcelona;Balenyà;09;08;017;34090808017;#ABAAAD;psoe;356
Cataluña;Barcelona;Balenyà;09;08;017;34090808017;#ABAAAD;erc;190
Cataluña;Barcelona;Balsareny;09;08;018;34090808018;#ABAAAD;endavant-balsareny;538
Cataluña;Barcelona;Balsareny;09;08;018;34090808018;#ABAAAD;erc;492
Cataluña;Barcelona;Balsareny;09;08;018;34090808018;#ABAAAD;jxcat;334
Cataluña;Barcelona;Balsareny;09;08;018;34090808018;#ABAAAD;pp;59
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;psoe;3804
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;ara-pl;1478
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;pcpb;1466
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;erc;1198
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;podemos;1116
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;pp;1086
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;vox;903
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;amunt;658
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;jxcat;447
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;valents;358
Cataluña;Barcelona;Barberà del Vallès;09;08;252;34090808252;#ABAAAD;ciudadanos;219
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;jxcat;149235
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;psoe;131735
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;podemos;131594
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;erc;74720
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;pp;61355
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;vox;37937
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;amunt;25341
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;valents;15411
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;ciudadanos;7366
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;pacma;7219
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;bcnetstu;7197
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;ev-av;2257
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;escanos-en-blanco;1695
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;novaprimaries;1415
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;pc-lv;932
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;fnc;930
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;pcte;727
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;aires-la-izquierda;390
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;ph;314
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;pfiv;250
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;unidos-si;227
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;somi;206
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;jes-uep;153
Cataluña;Barcelona;Barcelona;09;08;019;34090808019;#ABAAAD;ptderv;95
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;jxcat;1083
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;psoe;508
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;erc;460
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;podemos;416
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;amunt;280
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;pp;222
Cataluña;Barcelona;Begues;09;08;020;34090808020;#ABAAAD;vox;105
Cataluña;Barcelona;Bellprat;09;08;021;34090808021;#ABAAAD;erc;23
Cataluña;Barcelona;Bellprat;09;08;021;34090808021;#ABAAAD;jxcat;18
Cataluña;Barcelona;Bellprat;09;08;021;34090808021;#ABAAAD;psoe;5
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;amunt;1886
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;jxcat;1486
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;psoe;1011
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;begi;840
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;erc;743
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;pp;84
Cataluña;Barcelona;Berga;09;08;022;34090808022;#ABAAAD;podemos;74
Cataluña;Barcelona;Bigues i Riells;09;08;023;34090808023;#ABAAAD;erc;1968
Cataluña;Barcelona;Bigues i Riells;09;08;023;34090808023;#ABAAAD;psoe;596
Cataluña;Barcelona;Bigues i Riells;09;08;023;34090808023;#ABAAAD;agbir;562
Cataluña;Barcelona;Bigues i Riells;09;08;023;34090808023;#ABAAAD;jxcat;301
Cataluña;Barcelona;Bigues i Riells;09;08;023;34090808023;#ABAAAD;pp;249
Cataluña;Barcelona;Bigues i Riells;09;08;023;34090808023;#ABAAAD;ciudadanos;52
Cataluña;Barcelona;Borredà;09;08;024;34090808024;#ABAAAD;psoe;134
Cataluña;Barcelona;El Bruc;09;08;025;34090808025;#ABAAAD;erc;355
Cataluña;Barcelona;El Bruc;09;08;025;34090808025;#ABAAAD;jxcat;344
Cataluña;Barcelona;El Bruc;09;08;025;34090808025;#ABAAAD;psoe;216
Cataluña;Barcelona;El Brull;09;08;026;34090808026;#ABAAAD;aae1osona;101
Cataluña;Barcelona;Les Cabanyes;09;08;027;34090808027;#ABAAAD;jxcat;342
Cataluña;Barcelona;Les Cabanyes;09;08;027;34090808027;#ABAAAD;erc;133
Cataluña;Barcelona;Les Cabanyes;09;08;027;34090808027;#ABAAAD;psoe;33
Cataluña;Barcelona;Cabrera d'Anoia;09;08;028;34090808028;#ABAAAD;jxcat;218
Cataluña;Barcelona;Cabrera d'Anoia;09;08;028;34090808028;#ABAAAD;psoe;206
Cataluña;Barcelona;Cabrera d'Anoia;09;08;028;34090808028;#ABAAAD;erc;178
Cataluña;Barcelona;Cabrera d'Anoia;09;08;028;34090808028;#ABAAAD;cactua;130
Cataluña;Barcelona;Cabrera d'Anoia;09;08;028;34090808028;#ABAAAD;pp;38
Cataluña;Barcelona;Cabrera d'Anoia;09;08;028;34090808028;#ABAAAD;vox;31
Cataluña;Barcelona;Cabrera de Mar;09;08;029;34090808029;#ABAAAD;jxcat;1431
Cataluña;Barcelona;Cabrera de Mar;09;08;029;34090808029;#ABAAAD;psoe;358
Cataluña;Barcelona;Cabrera de Mar;09;08;029;34090808029;#ABAAAD;amunt;182
Cataluña;Barcelona;Cabrera de Mar;09;08;029;34090808029;#ABAAAD;pp;161
Cataluña;Barcelona;Cabrera de Mar;09;08;029;34090808029;#ABAAAD;erc;138
Cataluña;Barcelona;Cabrils;09;08;030;34090808030;#ABAAAD;jxcat;831
Cataluña;Barcelona;Cabrils;09;08;030;34090808030;#ABAAAD;erc;783
Cataluña;Barcelona;Cabrils;09;08;030;34090808030;#ABAAAD;muc;438
Cataluña;Barcelona;Cabrils;09;08;030;34090808030;#ABAAAD;psoe;362
Cataluña;Barcelona;Cabrils;09;08;030;34090808030;#ABAAAD;units-x-cabrils;220
Cataluña;Barcelona;Calaf;09;08;031;34090808031;#ABAAAD;erc;676
Cataluña;Barcelona;Calaf;09;08;031;34090808031;#ABAAAD;psoe;383
Cataluña;Barcelona;Calaf;09;08;031;34090808031;#ABAAAD;jxcat;246
Cataluña;Barcelona;Calders;09;08;034;34090808034;#ABAAAD;jxcat;326
Cataluña;Barcelona;Calders;09;08;034;34090808034;#ABAAAD;erc;202
Cataluña;Barcelona;Caldes de Montbui;09;08;033;34090808033;#ABAAAD;erc;2435
Cataluña;Barcelona;Caldes de Montbui;09;08;033;34090808033;#ABAAAD;ara-pl;1566
Cataluña;Barcelona;Caldes de Montbui;09;08;033;34090808033;#ABAAAD;psoe;1021
Cataluña;Barcelona;Caldes de Montbui;09;08;033;34090808033;#ABAAAD;jxcat;945
Cataluña;Barcelona;Caldes de Montbui;09;08;033;34090808033;#ABAAAD;pp;583
Cataluña;Barcelona;Caldes de Montbui;09;08;033;34090808033;#ABAAAD;podemos;287
Cataluña;Barcelona;Caldes d'Estrac;09;08;032;34090808032;#ABAAAD;psoe;329
Cataluña;Barcelona;Caldes d'Estrac;09;08;032;34090808032;#ABAAAD;gde;312
Cataluña;Barcelona;Caldes d'Estrac;09;08;032;34090808032;#ABAAAD;jxcat;308
Cataluña;Barcelona;Caldes d'Estrac;09;08;032;34090808032;#ABAAAD;erc;209
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;jxcat;2041
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;erc;1149
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;psoe;1043
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;ara-pl;896
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;podemos;525
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;pp;488
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;amunt;424
Cataluña;Barcelona;Calella;09;08;035;34090808035;#ABAAAD;vox;262
Cataluña;Barcelona;Calldetenes;09;08;037;34090808037;#ABAAAD;erc;403
Cataluña;Barcelona;Calldetenes;09;08;037;34090808037;#ABAAAD;jxcat;369
Cataluña;Barcelona;Calldetenes;09;08;037;34090808037;#ABAAAD;aae1osona;250
Cataluña;Barcelona;Callús;09;08;038;34090808038;#ABAAAD;erc;449
Cataluña;Barcelona;Callús;09;08;038;34090808038;#ABAAAD;jxcat;268
Cataluña;Barcelona;Calonge de Segarra;09;08;036;34090808036;#ABAAAD;jxcat;83
Cataluña;Barcelona;Calonge de Segarra;09;08;036;34090808036;#ABAAAD;erc;49
Cataluña;Barcelona;Calonge de Segarra;09;08;036;34090808036;#ABAAAD;psoe;59
Cataluña;Barcelona;Campins;09;08;039;34090808039;#ABAAAD;erc;127
Cataluña;Barcelona;Campins;09;08;039;34090808039;#ABAAAD;podemos;93
Cataluña;Barcelona;Campins;09;08;039;34090808039;#ABAAAD;jxcat;80
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;psoe;1296
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;ciudadanos;1131
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;erc;1012
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;jxcat;557
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;pp;504
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;amunt;393
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;podemos;392
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;millorem-canet-primaries;345
Cataluña;Barcelona;Canet de Mar;09;08;040;34090808040;#ABAAAD;ara-pl;84
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;psoe;2727
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;vox;543
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;erc;519
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;podemos;412
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;3e;344
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;jxcat;208
Cataluña;Barcelona;Canovelles;09;08;041;34090808041;#ABAAAD;ciudadanos;132
Cataluña;Barcelona;Cànoves i Samalús;09;08;042;34090808042;#ABAAAD;jxcat;927
Cataluña;Barcelona;Cànoves i Samalús;09;08;042;34090808042;#ABAAAD;psoe;390
Cataluña;Barcelona;Cànoves i Samalús;09;08;042;34090808042;#ABAAAD;erc;204
Cataluña;Barcelona;Canyelles;09;08;043;34090808043;#ABAAAD;jxcat;1597
Cataluña;Barcelona;Canyelles;09;08;043;34090808043;#ABAAAD;psoe;190
Cataluña;Barcelona;Canyelles;09;08;043;34090808043;#ABAAAD;erc;90
Cataluña;Barcelona;Canyelles;09;08;043;34090808043;#ABAAAD;podemos;78
Cataluña;Barcelona;Canyelles;09;08;043;34090808043;#ABAAAD;pp;67
Cataluña;Barcelona;Canyelles;09;08;043;34090808043;#ABAAAD;vox;58
Cataluña;Barcelona;Capellades;09;08;044;34090808044;#ABAAAD;erc;709
Cataluña;Barcelona;Capellades;09;08;044;34090808044;#ABAAAD;psoe;484
Cataluña;Barcelona;Capellades;09;08;044;34090808044;#ABAAAD;amunt;467
Cataluña;Barcelona;Capellades;09;08;044;34090808044;#ABAAAD;jxcat;435
Cataluña;Barcelona;Capellades;09;08;044;34090808044;#ABAAAD;ciudadanos;232
Cataluña;Barcelona;Capellades;09;08;044;34090808044;#ABAAAD;vox;77
Cataluña;Barcelona;Capolat;09;08;045;34090808045;#ABAAAD;erc;19
Cataluña;Barcelona;Capolat;09;08;045;34090808045;#ABAAAD;psoe;1
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;psoe;2083
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;erc;1732
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;jxcat;1401
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;amunt;1167
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;fic;435
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;podemos;384
Cataluña;Barcelona;Cardedeu;09;08;046;34090808046;#ABAAAD;valents;340
Cataluña;Barcelona;Cardona;09;08;047;34090808047;#ABAAAD;erc;1015
Cataluña;Barcelona;Cardona;09;08;047;34090808047;#ABAAAD;psoe;779
Cataluña;Barcelona;Cardona;09;08;047;34090808047;#ABAAAD;jxcat;179
Cataluña;Barcelona;Carme;09;08;048;34090808048;#ABAAAD;erc;271
Cataluña;Barcelona;Casserres;09;08;049;34090808049;#ABAAAD;amunt;540
Cataluña;Barcelona;Casserres;09;08;049;34090808049;#ABAAAD;jxcat;233
Cataluña;Barcelona;Castell de l'Areny;09;08;057;34090808057;#ABAAAD;jxcat;39
Cataluña;Barcelona;Castellar de n'Hug;09;08;052;34090808052;#ABAAAD;jxcat;52
Cataluña;Barcelona;Castellar de n'Hug;09;08;052;34090808052;#ABAAAD;erc;45
Cataluña;Barcelona;Castellar de n'Hug;09;08;052;34090808052;#ABAAAD;psoe;1
Cataluña;Barcelona;Castellar del Riu;09;08;050;34090808050;#ABAAAD;jxcat;46
Cataluña;Barcelona;Castellar del Riu;09;08;050;34090808050;#ABAAAD;erc;27
Cataluña;Barcelona;Castellar del Riu;09;08;050;34090808050;#ABAAAD;psoe;5
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;psoe;5234
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;erc;1678
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;jxcat;1289
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;amunt;811
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;ara-pl;694
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;pp;499
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;vox;367
Cataluña;Barcelona;Castellar del Vallès;09;08;051;34090808051;#ABAAAD;valents;194
Cataluña;Barcelona;Castellbell i el Vilar;09;08;053;34090808053;#ABAAAD;erc;827
Cataluña;Barcelona;Castellbell i el Vilar;09;08;053;34090808053;#ABAAAD;psoe;826
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;podemos;1577
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;psoe;1350
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;som-veu;835
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;jxcat;539
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;erc;414
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;vox;325
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;amunt;180
Cataluña;Barcelona;Castellbisbal;09;08;054;34090808054;#ABAAAD;ciudadanos;161
Cataluña;Barcelona;Castellcir;09;08;055;34090808055;#ABAAAD;erc;233
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;pp;10587
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;psoe;3820
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;sfels;2714
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;podemos;2670
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;erc;2066
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;jxcat;1262
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;vox;917
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;participa-castelldefels;392
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;valents;153
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;ciudadanos;124
Cataluña;Barcelona;Castelldefels;09;08;056;34090808056;#ABAAAD;ara-pl;111
Cataluña;Barcelona;Castellet i la Gornal;09;08;058;34090808058;#ABAAAD;psoe;424
Cataluña;Barcelona;Castellet i la Gornal;09;08;058;34090808058;#ABAAAD;jxcat;224
Cataluña;Barcelona;Castellet i la Gornal;09;08;058;34090808058;#ABAAAD;erc;181
Cataluña;Barcelona;Castellet i la Gornal;09;08;058;34090808058;#ABAAAD;valents;142
Cataluña;Barcelona;Castellfollit de Riubregós;09;08;060;34090808060;#ABAAAD;erc;49
Cataluña;Barcelona;Castellfollit de Riubregós;09;08;060;34090808060;#ABAAAD;jxcat;55
Cataluña;Barcelona;Castellfollit de Riubregós;09;08;060;34090808060;#ABAAAD;psoe;3
Cataluña;Barcelona;Castellfollit del Boix;09;08;059;34090808059;#ABAAAD;icb;184
Cataluña;Barcelona;Castellfollit del Boix;09;08;059;34090808059;#ABAAAD;jxcat;33
Cataluña;Barcelona;Castellgalí;09;08;061;34090808061;#ABAAAD;psoe;601
Cataluña;Barcelona;Castellgalí;09;08;061;34090808061;#ABAAAD;erc;318
Cataluña;Barcelona;Castellgalí;09;08;061;34090808061;#ABAAAD;jxcat;109
Cataluña;Barcelona;Castellnou de Bages;09;08;062;34090808062;#ABAAAD;cesm;376
Cataluña;Barcelona;Castellnou de Bages;09;08;062;34090808062;#ABAAAD;erc;269
Cataluña;Barcelona;Castellnou de Bages;09;08;062;34090808062;#ABAAAD;jxcat;69
Cataluña;Barcelona;Castellnou de Bages;09;08;062;34090808062;#ABAAAD;pcpc;17
Cataluña;Barcelona;Castellolí;09;08;063;34090808063;#ABAAAD;erc;221
Cataluña;Barcelona;Castellterçol;09;08;064;34090808064;#ABAAAD;jxcat;416
Cataluña;Barcelona;Castellterçol;09;08;064;34090808064;#ABAAAD;cep;374
Cataluña;Barcelona;Castellterçol;09;08;064;34090808064;#ABAAAD;erc;209
Cataluña;Barcelona;Castellterçol;09;08;064;34090808064;#ABAAAD;psoe;57
Cataluña;Barcelona;Castellví de la Marca;09;08;065;34090808065;#ABAAAD;jxcat;488
